study_accession	sample_accession	analysis_accession	analysis_type	tax_id	scientific_name	submitted_ftp
PRJEB11750	SAMEA2445781	ERZ127600	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127600/HPSI1113i-ieki_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127600/HPSI1113i-ieki_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127600/hipsci_20151028.ped
PRJEB11750	SAMEA2398573	ERZ127601	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127601/HPSI1013pf-sebz.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127601/HPSI1013pf-sebz.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127601/hipsci_20151028.ped
PRJEB11750	SAMEA2398609	ERZ127602	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127602/HPSI0214pf-eiwy.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127602/HPSI0214pf-eiwy.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127602/hipsci_20151028.ped
PRJEB11750	SAMEA2398217	ERZ127603	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127603/HPSI0214pf-fiau.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127603/HPSI0214pf-fiau.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127603/hipsci_20151028.ped
PRJEB11750	SAMEA2459967	ERZ127604	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127604/HPSI1113i-oaaz_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127604/HPSI1113i-oaaz_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127604/hipsci_20151028.ped
PRJEB11750	SAMEA2627570	ERZ127605	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127605/HPSI0214i-heja_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127605/HPSI0214i-heja_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127605/hipsci_20151028.ped
PRJEB11750	SAMEA2398886	ERZ127606	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127606/HPSI1213pf-hehd.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127606/HPSI1213pf-hehd.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127606/hipsci_20151028.ped
PRJEB11750	SAMEA2593858	ERZ127607	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127607/HPSI0913i-diku_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127607/HPSI0913i-diku_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127607/hipsci_20151028.ped
PRJEB11750	SAMEA2625589	ERZ127608	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127608/HPSI0913i-lise_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127608/HPSI0913i-lise_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127608/hipsci_20151028.ped
PRJEB11750	SAMEA2658084	ERZ127609	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127609/HPSI0314i-qaqx_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127609/HPSI0314i-qaqx_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127609/hipsci_20151028.ped
PRJEB11750	SAMEA2399963	ERZ127610	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127610/HPSI0314pf-hoik.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127610/HPSI0314pf-hoik.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127610/hipsci_20151028.ped
PRJEB11750	SAMEA2398824	ERZ127611	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127611/HPSI1113pf-dons.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127611/HPSI1113pf-dons.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127611/hipsci_20151028.ped
PRJEB11750	SAMEA2398191	ERZ127612	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127612/HPSI1213pf-nusw.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127612/HPSI1213pf-nusw.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127612/hipsci_20151028.ped
PRJEB11750	SAMEA2536410	ERZ127613	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127613/HPSI0114i-iisa_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127613/HPSI0114i-iisa_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127613/hipsci_20151028.ped
PRJEB11750	SAMEA2625592	ERZ127614	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127614/HPSI0913i-lise_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127614/HPSI0913i-lise_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127614/hipsci_20151028.ped
PRJEB11750	SAMEA2613912	ERZ127615	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127615/HPSI1013i-yemz_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127615/HPSI1013i-yemz_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127615/hipsci_20151028.ped
PRJEB11750	SAMEA2464798	ERZ127616	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127616/HPSI1113i-qolg_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127616/HPSI1113i-qolg_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127616/hipsci_20151028.ped
PRJEB11750	SAMEA2547625	ERZ127617	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127617/HPSI1213i-pahc_6.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127617/HPSI1213i-pahc_6.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127617/hipsci_20151028.ped
PRJEB11750	SAMEA2398833	ERZ127618	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127618/HPSI1113pf-qolg.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127618/HPSI1113pf-qolg.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127618/hipsci_20151028.ped
PRJEB11750	SAMEA2420636	ERZ127619	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127619/HPSI1013i-sebz_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127619/HPSI1013i-sebz_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127619/hipsci_20151028.ped
PRJEB11750	SAMEA2698313	ERZ127620	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127620/HPSI0314i-hoik_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127620/HPSI0314i-hoik_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127620/hipsci_20151028.ped
PRJEB11750	SAMEA2433568	ERZ127621	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127621/HPSI1113i-bima_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127621/HPSI1113i-bima_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127621/hipsci_20151028.ped
PRJEB11750	SAMEA2397970	ERZ127622	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127622/HPSI0114pf-vabj.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127622/HPSI0114pf-vabj.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127622/hipsci_20151028.ped
PRJEB11750	SAMEA2397909	ERZ127623	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127623/HPSI0314pf-xugn.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127623/HPSI0314pf-xugn.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127623/hipsci_20151028.ped
PRJEB11750	SAMEA2708114	ERZ127624	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127624/HPSI0314i-cuhk_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127624/HPSI0314i-cuhk_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127624/hipsci_20151028.ped
PRJEB11750	SAMEA2474459	ERZ127625	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127625/HPSI1113i-eofe_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127625/HPSI1113i-eofe_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127625/hipsci_20151028.ped
PRJEB11750	SAMEA2399238	ERZ127626	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127626/HPSI0214pf-kehc.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127626/HPSI0214pf-kehc.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127626/hipsci_20151028.ped
PRJEB11750	SAMEA2518338	ERZ127627	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127627/HPSI1213i-hehd_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127627/HPSI1213i-hehd_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127627/hipsci_20151028.ped
PRJEB11750	SAMEA2398737	ERZ127628	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127628/HPSI1013i-jogf_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127628/HPSI1013i-jogf_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127628/hipsci_20151028.ped
PRJEB11750	SAMEA2518326	ERZ127629	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127629/HPSI1013i-wuye_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127629/HPSI1013i-wuye_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127629/hipsci_20151028.ped
PRJEB11750	SAMEA2498701	ERZ127630	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127630/HPSI1013i-cups_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127630/HPSI1013i-cups_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127630/hipsci_20151028.ped
PRJEB11750	SAMEA2464779	ERZ127631	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127631/HPSI1213i-nusw_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127631/HPSI1213i-nusw_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127631/hipsci_20151028.ped
PRJEB11750	SAMEA2399213	ERZ127632	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127632/HPSI0114pf-zapk.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127632/HPSI0114pf-zapk.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127632/hipsci_20151028.ped
PRJEB11750	SAMEA2399070	ERZ127633	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127633/HPSI0114pf-eipl.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127633/HPSI0114pf-eipl.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127633/hipsci_20151028.ped
PRJEB11750	SAMEA2397907	ERZ127634	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127634/HPSI1113pf-wetu.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127634/HPSI1113pf-wetu.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127634/hipsci_20151028.ped
PRJEB11750	SAMEA2645814	ERZ127635	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127635/HPSI0214i-kucg_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127635/HPSI0214i-kucg_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127635/hipsci_20151028.ped
PRJEB11750	SAMEA2627569	ERZ127636	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127636/HPSI0314i-sojd_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127636/HPSI0314i-sojd_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127636/hipsci_20151028.ped
PRJEB11750	SAMEA2547645	ERZ127637	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127637/HPSI0114i-joxm_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127637/HPSI0114i-joxm_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127637/hipsci_20151028.ped
PRJEB11750	SAMEA2397993	ERZ127638	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127638/HPSI0114pf-iisa.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127638/HPSI0114pf-iisa.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127638/hipsci_20151028.ped
PRJEB11750	SAMEA2682666	ERZ127639	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127639/HPSI0214i-bute_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127639/HPSI0214i-bute_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127639/hipsci_20151028.ped
PRJEB11750	SAMEA2474456	ERZ127640	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127640/HPSI1113i-eofe_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127640/HPSI1113i-eofe_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127640/hipsci_20151028.ped
PRJEB11750	SAMEA2627574	ERZ127641	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127641/HPSI0214i-fiau_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127641/HPSI0214i-fiau_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127641/hipsci_20151028.ped
PRJEB11750	SAMEA2398182	ERZ127642	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127642/HPSI1213pf-babk.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127642/HPSI1213pf-babk.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127642/hipsci_20151028.ped
PRJEB11750	SAMEA2399215	ERZ127643	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127643/HPSI0114pf-oevr.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127643/HPSI0114pf-oevr.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127643/hipsci_20151028.ped
PRJEB11750	SAMEA2678741	ERZ127644	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127644/HPSI0214i-pelm_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127644/HPSI0214i-pelm_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127644/hipsci_20151028.ped
PRJEB11750	SAMEA2536406	ERZ127645	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127645/HPSI0114i-lexy_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127645/HPSI0114i-lexy_3.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127645/hipsci_20151028.ped
PRJEB11750	SAMEA2612471	ERZ127646	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127646/HPSI0214i-feec_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127646/HPSI0214i-feec_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127646/hipsci_20151028.ped
PRJEB11750	SAMEA2627567	ERZ127647	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127647/HPSI0214i-wibj_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127647/HPSI0214i-wibj_2.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127647/hipsci_20151028.ped
PRJEB11750	SAMEA2464797	ERZ127648	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127648/HPSI1113i-qolg_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127648/HPSI1113i-qolg_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127648/hipsci_20151028.ped
PRJEB11750	SAMEA2649534	ERZ127649	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127649/HPSI0214i-rayr_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127649/HPSI0214i-rayr_1.wec.gtarray.HumanCoreExome-12_v1_0.20141111.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ127/ERZ127649/hipsci_20151028.ped
